facility_id,drug_name,drug_category,nlem_level,quantity_available,unit,last_restocked,stock_status,critical_flag
MP-KHA-DH-007,Artesunate Injection 60mg,Antimalarial,P,39,vials,2026-04-05,IN_STOCK,True
MP-KHA-DH-007,Artemether-Lumefantrine Tablets,Antimalarial,P,96,tablets,2026-03-08,IN_STOCK,True
MP-KHA-DH-007,Chloroquine Phosphate 250mg,Antimalarial,P,79,tablets,2026-04-04,IN_STOCK,False
MP-KHA-DH-007,Primaquine 7.5mg,Antimalarial,P,99,tablets,2026-02-17,IN_STOCK,False
MP-KHA-DH-007,Dengue NS1 Antigen Test Kit,Diagnostic,P,95,kits,2026-04-10,IN_STOCK,True
MP-KHA-DH-007,Platelet Rich Plasma,Blood Product,S,63,units,2026-03-03,IN_STOCK,True
MP-KHA-DH-007,Normal Saline 0.9% (1L),IV Fluid,P,85,bottles,2026-04-12,IN_STOCK,True
MP-KHA-DH-007,Ringer Lactate (1L),IV Fluid,P,47,bottles,2026-03-19,IN_STOCK,True
MP-KHA-DH-007,ORS Packets (WHO formula),ORS,P,52,packets,2026-03-17,IN_STOCK,True
MP-KHA-DH-007,Zinc Sulphate Dispersible 20mg,Micronutrient,P,140,tablets,2026-03-16,IN_STOCK,False
MP-KHA-DH-007,Metronidazole 400mg,Antiprotozoal,P,172,tablets,2026-02-23,IN_STOCK,False
MP-KHA-DH-007,Amoxicillin 500mg,Antibiotic,P,186,capsules,2026-04-02,IN_STOCK,False
MP-KHA-DH-007,Azithromycin 500mg,Antibiotic,P,103,tablets,2026-03-24,IN_STOCK,False
MP-KHA-DH-007,Ciprofloxacin 500mg,Antibiotic,P,196,tablets,2026-03-01,IN_STOCK,False
MP-KHA-DH-007,Cotrimoxazole Paediatric,Antibiotic,P,83,tablets,2026-03-31,IN_STOCK,False
MP-KHA-DH-007,Gentamicin Injection 80mg,Antibiotic,P,76,ampoules,2026-02-17,IN_STOCK,True
MP-KHA-DH-007,Ceftriaxone Injection 1g,Antibiotic,S,33,vials,2026-03-30,IN_STOCK,True
MP-KHA-DH-007,Oxytocin Injection 5IU,Obstetric,P,95,ampoules,2026-02-21,IN_STOCK,True
MP-KHA-DH-007,Misoprostol 200mcg,Obstetric,P,77,tablets,2026-03-27,IN_STOCK,True
MP-KHA-DH-007,Magnesium Sulphate Injection 50%,Anticonvulsant,P,91,ampoules,2026-02-17,IN_STOCK,True
MP-KHA-DH-007,Adrenaline (Epinephrine) 1mg/ml,Emergency,P,63,ampoules,2026-03-12,IN_STOCK,True
MP-KHA-DH-007,Hydrocortisone Injection 100mg,Corticosteroid,P,85,vials,2026-04-15,IN_STOCK,True
MP-KHA-DH-007,Atropine Sulphate 0.6mg/ml,Anticholinergic,P,81,ampoules,2026-03-24,IN_STOCK,True
MP-KHA-DH-007,Paracetamol 500mg,Analgesic,P,104,tablets,2026-03-17,IN_STOCK,False
MP-KHA-DH-007,Ibuprofen 400mg,NSAID,P,98,tablets,2026-03-16,IN_STOCK,False
MP-KHA-DH-007,Diclofenac Sodium 50mg,NSAID,P,150,tablets,2026-02-21,IN_STOCK,False
MP-KHA-DH-007,Salbutamol Inhaler 100mcg,Bronchodilator,P,178,inhalers,2026-04-11,IN_STOCK,False
MP-KHA-DH-007,Dexamethasone Injection 4mg,Corticosteroid,P,51,ampoules,2026-03-22,IN_STOCK,True
MP-KHA-DH-007,Prednisolone 5mg,Corticosteroid,P,105,tablets,2026-04-13,IN_STOCK,False
MP-KHA-DH-007,Metformin 500mg,Antidiabetic,P,133,tablets,2026-03-27,IN_STOCK,False
MP-KHA-DH-007,Glimepiride 1mg,Antidiabetic,P,167,tablets,2026-03-07,IN_STOCK,False
MP-KHA-DH-007,Amlodipine 5mg,Antihypertensive,P,11,tablets,2026-02-22,LOW,False
MP-KHA-DH-007,Enalapril 5mg,Antihypertensive,P,163,tablets,2026-03-28,IN_STOCK,False
MP-KHA-DH-007,Tetanus Toxoid Injection,Vaccine,P,95,doses,2026-02-21,IN_STOCK,True
MP-KHA-DH-007,Anti-Tetanus Serum (ATS),Antiserum,P,63,vials,2026-03-08,IN_STOCK,True
MP-KHA-DH-007,Anti-Rabies Vaccine (ARV),Vaccine,P,62,doses,2026-03-01,IN_STOCK,True
MP-KHA-DH-007,Rabies Immunoglobulin (RIG),Immunoglobulin,S,45,vials,2026-03-20,IN_STOCK,True
MP-KHA-DH-007,Activated Charcoal Powder,Antidote,P,36,sachets,2026-04-15,IN_STOCK,True
MP-KHA-DH-007,Pralidoxime (PAM) Injection,Antidote,S,6,vials,2026-03-25,LOW,True
MP-BUR-DH-008,Polyvalent Anti-Snake Venom (ASV),Antivenom,P,85,vials,2026-03-12,IN_STOCK,True
MP-BUR-DH-008,Artesunate Injection 60mg,Antimalarial,P,55,vials,2026-04-12,IN_STOCK,True
MP-BUR-DH-008,Artemether-Lumefantrine Tablets,Antimalarial,P,63,tablets,2026-03-17,IN_STOCK,True
MP-BUR-DH-008,Chloroquine Phosphate 250mg,Antimalarial,P,102,tablets,2026-04-03,IN_STOCK,False
MP-BUR-DH-008,Primaquine 7.5mg,Antimalarial,P,131,tablets,2026-03-19,IN_STOCK,False
MP-BUR-DH-008,Dengue NS1 Antigen Test Kit,Diagnostic,P,8,kits,2026-02-19,LOW,True
MP-BUR-DH-008,Platelet Rich Plasma,Blood Product,S,42,units,2026-03-20,IN_STOCK,True
MP-BUR-DH-008,Normal Saline 0.9% (1L),IV Fluid,P,71,bottles,2026-03-08,IN_STOCK,True
MP-BUR-DH-008,Ringer Lactate (1L),IV Fluid,P,91,bottles,2026-02-22,IN_STOCK,True
MP-BUR-DH-008,ORS Packets (WHO formula),ORS,P,94,packets,2026-04-11,IN_STOCK,True
MP-BUR-DH-008,Zinc Sulphate Dispersible 20mg,Micronutrient,P,157,tablets,2026-03-12,IN_STOCK,False
MP-BUR-DH-008,Metronidazole 400mg,Antiprotozoal,P,141,tablets,2026-04-16,IN_STOCK,False
MP-BUR-DH-008,Amoxicillin 500mg,Antibiotic,P,167,capsules,2026-03-31,IN_STOCK,False
MP-BUR-DH-008,Azithromycin 500mg,Antibiotic,P,2,tablets,2026-02-18,LOW,False
MP-BUR-DH-008,Ciprofloxacin 500mg,Antibiotic,P,193,tablets,2026-02-23,IN_STOCK,False
MP-BUR-DH-008,Cotrimoxazole Paediatric,Antibiotic,P,139,tablets,2026-02-27,IN_STOCK,False
MP-BUR-DH-008,Gentamicin Injection 80mg,Antibiotic,P,78,ampoules,2026-04-03,IN_STOCK,True
MP-BUR-DH-008,Ceftriaxone Injection 1g,Antibiotic,S,50,vials,2026-03-08,IN_STOCK,True
MP-BUR-DH-008,Oxytocin Injection 5IU,Obstetric,P,38,ampoules,2026-03-29,IN_STOCK,True
MP-BUR-DH-008,Misoprostol 200mcg,Obstetric,P,6,tablets,2026-03-02,LOW,True
MP-BUR-DH-008,Magnesium Sulphate Injection 50%,Anticonvulsant,P,74,ampoules,2026-03-01,IN_STOCK,True
MP-BUR-DH-008,Adrenaline (Epinephrine) 1mg/ml,Emergency,P,79,ampoules,2026-03-15,IN_STOCK,True
MP-BUR-DH-008,Hydrocortisone Injection 100mg,Corticosteroid,P,54,vials,2026-04-01,IN_STOCK,True
MP-BUR-DH-008,Atropine Sulphate 0.6mg/ml,Anticholinergic,P,70,ampoules,2026-03-01,IN_STOCK,True
MP-BUR-DH-008,Paracetamol 500mg,Analgesic,P,95,tablets,2026-03-19,IN_STOCK,False
MP-BUR-DH-008,Ibuprofen 400mg,NSAID,P,102,tablets,2026-02-28,IN_STOCK,False
MP-BUR-DH-008,Diclofenac Sodium 50mg,NSAID,P,167,tablets,2026-02-22,IN_STOCK,False
MP-BUR-DH-008,Salbutamol Inhaler 100mcg,Bronchodilator,P,159,inhalers,2026-04-12,IN_STOCK,False
MP-BUR-DH-008,Dexamethasone Injection 4mg,Corticosteroid,P,9,ampoules,2026-04-10,LOW,True
MP-BUR-DH-008,Prednisolone 5mg,Corticosteroid,P,133,tablets,2026-03-11,IN_STOCK,False
MP-BUR-DH-008,Metformin 500mg,Antidiabetic,P,161,tablets,2026-04-11,IN_STOCK,False
MP-BUR-DH-008,Glimepiride 1mg,Antidiabetic,P,186,tablets,2026-04-16,IN_STOCK,False
MP-BUR-DH-008,Amlodipine 5mg,Antihypertensive,P,149,tablets,2026-02-18,IN_STOCK,False
MP-BUR-DH-008,Enalapril 5mg,Antihypertensive,P,82,tablets,2026-03-08,IN_STOCK,False
MP-BUR-DH-008,Tetanus Toxoid Injection,Vaccine,P,71,doses,2026-03-07,IN_STOCK,True
MP-BUR-DH-008,Anti-Tetanus Serum (ATS),Antiserum,P,37,vials,2026-03-29,IN_STOCK,True
MP-BUR-DH-008,Anti-Rabies Vaccine (ARV),Vaccine,P,63,doses,2026-02-20,IN_STOCK,True
MP-BUR-DH-008,Rabies Immunoglobulin (RIG),Immunoglobulin,S,80,vials,2026-03-06,IN_STOCK,True
MP-BUR-DH-008,Activated Charcoal Powder,Antidote,P,86,sachets,2026-03-11,IN_STOCK,True
MP-BUR-DH-008,Pralidoxime (PAM) Injection,Antidote,S,86,vials,2026-03-07,IN_STOCK,True
MP-IND-CHC-009,Polyvalent Anti-Snake Venom (ASV),Antivenom,P,26,vials,2026-03-31,IN_STOCK,True
MP-IND-CHC-009,Artesunate Injection 60mg,Antimalarial,P,0,vials,2026-03-25,OUT_OF_STOCK,True
MP-IND-CHC-009,Artemether-Lumefantrine Tablets,Antimalarial,P,20,tablets,2026-02-22,IN_STOCK,True
MP-IND-CHC-009,Chloroquine Phosphate 250mg,Antimalarial,P,69,tablets,2026-03-25,IN_STOCK,False
MP-IND-CHC-009,Primaquine 7.5mg,Antimalarial,P,67,tablets,2026-03-26,IN_STOCK,False
MP-IND-CHC-009,Dengue NS1 Antigen Test Kit,Diagnostic,P,16,kits,2026-02-22,IN_STOCK,True
MP-IND-CHC-009,Platelet Rich Plasma,Blood Product,S,2,units,2026-03-07,LOW,True
MP-IND-CHC-009,Normal Saline 0.9% (1L),IV Fluid,P,14,bottles,2026-02-26,IN_STOCK,True
MP-IND-CHC-009,Ringer Lactate (1L),IV Fluid,P,38,bottles,2026-03-12,IN_STOCK,True
MP-IND-CHC-009,ORS Packets (WHO formula),ORS,P,30,packets,2026-04-04,IN_STOCK,True
MP-IND-CHC-009,Zinc Sulphate Dispersible 20mg,Micronutrient,P,78,tablets,2026-02-21,IN_STOCK,False
MP-IND-CHC-009,Metronidazole 400mg,Antiprotozoal,P,75,tablets,2026-04-08,IN_STOCK,False
MP-IND-CHC-009,Amoxicillin 500mg,Antibiotic,P,64,capsules,2026-04-17,IN_STOCK,False
MP-IND-CHC-009,Azithromycin 500mg,Antibiotic,P,35,tablets,2026-04-09,IN_STOCK,False
MP-IND-CHC-009,Ciprofloxacin 500mg,Antibiotic,P,77,tablets,2026-04-06,IN_STOCK,False
MP-IND-CHC-009,Cotrimoxazole Paediatric,Antibiotic,P,27,tablets,2026-04-09,IN_STOCK,False
MP-IND-CHC-009,Gentamicin Injection 80mg,Antibiotic,P,0,ampoules,2026-02-26,OUT_OF_STOCK,True
MP-IND-CHC-009,Ceftriaxone Injection 1g,Antibiotic,S,13,vials,2026-04-06,IN_STOCK,True
MP-IND-CHC-009,Oxytocin Injection 5IU,Obstetric,P,26,ampoules,2026-03-15,IN_STOCK,True
MP-IND-CHC-009,Misoprostol 200mcg,Obstetric,P,4,tablets,2026-02-27,LOW,True
MP-IND-CHC-009,Magnesium Sulphate Injection 50%,Anticonvulsant,P,27,ampoules,2026-03-16,IN_STOCK,True
MP-IND-CHC-009,Adrenaline (Epinephrine) 1mg/ml,Emergency,P,36,ampoules,2026-02-26,IN_STOCK,True
MP-IND-CHC-009,Hydrocortisone Injection 100mg,Corticosteroid,P,22,vials,2026-03-19,IN_STOCK,True
MP-IND-CHC-009,Atropine Sulphate 0.6mg/ml,Anticholinergic,P,4,ampoules,2026-02-22,LOW,True
MP-IND-CHC-009,Paracetamol 500mg,Analgesic,P,69,tablets,2026-04-11,IN_STOCK,False
MP-IND-CHC-009,Ibuprofen 400mg,NSAID,P,54,tablets,2026-04-13,IN_STOCK,False
MP-IND-CHC-009,Diclofenac Sodium 50mg,NSAID,P,46,tablets,2026-03-10,IN_STOCK,False
MP-IND-CHC-009,Salbutamol Inhaler 100mcg,Bronchodilator,P,34,inhalers,2026-03-31,IN_STOCK,False
MP-IND-CHC-009,Dexamethasone Injection 4mg,Corticosteroid,P,35,ampoules,2026-03-28,IN_STOCK,True
MP-IND-CHC-009,Prednisolone 5mg,Corticosteroid,P,64,tablets,2026-03-15,IN_STOCK,False
MP-IND-CHC-009,Metformin 500mg,Antidiabetic,P,58,tablets,2026-03-10,IN_STOCK,False
MP-IND-CHC-009,Glimepiride 1mg,Antidiabetic,P,76,tablets,2026-03-04,IN_STOCK,False
MP-IND-CHC-009,Amlodipine 5mg,Antihypertensive,P,67,tablets,2026-03-07,IN_STOCK,False
MP-IND-CHC-009,Enalapril 5mg,Antihypertensive,P,61,tablets,2026-03-02,IN_STOCK,False
MP-IND-CHC-009,Tetanus Toxoid Injection,Vaccine,P,20,doses,2026-03-22,IN_STOCK,True
MP-IND-CHC-009,Anti-Tetanus Serum (ATS),Antiserum,P,26,vials,2026-03-02,IN_STOCK,True
MP-IND-CHC-009,Anti-Rabies Vaccine (ARV),Vaccine,P,34,doses,2026-04-01,IN_STOCK,True
MP-IND-CHC-009,Rabies Immunoglobulin (RIG),Immunoglobulin,S,28,vials,2026-04-13,IN_STOCK,True
MP-IND-CHC-009,Activated Charcoal Powder,Antidote,P,4,sachets,2026-04-11,LOW,True
MP-IND-CHC-009,Pralidoxime (PAM) Injection,Antidote,S,17,vials,2026-03-13,IN_STOCK,True
MP-IND-CHC-010,Polyvalent Anti-Snake Venom (ASV),Antivenom,P,30,vials,2026-03-27,IN_STOCK,True
MP-IND-CHC-010,Artesunate Injection 60mg,Antimalarial,P,40,vials,2026-03-06,IN_STOCK,True
MP-IND-CHC-010,Artemether-Lumefantrine Tablets,Antimalarial,P,36,tablets,2026-04-14,IN_STOCK,True
MP-IND-CHC-010,Chloroquine Phosphate 250mg,Antimalarial,P,64,tablets,2026-03-29,IN_STOCK,False
MP-IND-CHC-010,Primaquine 7.5mg,Antimalarial,P,62,tablets,2026-03-16,IN_STOCK,False
MP-IND-CHC-010,Dengue NS1 Antigen Test Kit,Diagnostic,P,20,kits,2026-02-22,IN_STOCK,True
MP-IND-CHC-010,Platelet Rich Plasma,Blood Product,S,24,units,2026-04-10,IN_STOCK,True
MP-IND-CHC-010,Normal Saline 0.9% (1L),IV Fluid,P,38,bottles,2026-03-21,IN_STOCK,True
MP-IND-CHC-010,Ringer Lactate (1L),IV Fluid,P,39,bottles,2026-03-09,IN_STOCK,True
MP-IND-CHC-010,ORS Packets (WHO formula),ORS,P,13,packets,2026-03-10,IN_STOCK,True
MP-IND-CHC-010,Zinc Sulphate Dispersible 20mg,Micronutrient,P,79,tablets,2026-03-04,IN_STOCK,False
MP-IND-CHC-010,Metronidazole 400mg,Antiprotozoal,P,37,tablets,2026-03-31,IN_STOCK,False
MP-IND-CHC-010,Amoxicillin 500mg,Antibiotic,P,45,capsules,2026-02-18,IN_STOCK,False
MP-IND-CHC-010,Azithromycin 500mg,Antibiotic,P,26,tablets,2026-04-06,IN_STOCK,False
MP-IND-CHC-010,Ciprofloxacin 500mg,Antibiotic,P,62,tablets,2026-03-06,IN_STOCK,False
MP-IND-CHC-010,Cotrimoxazole Paediatric,Antibiotic,P,35,tablets,2026-03-01,IN_STOCK,False
MP-IND-CHC-010,Gentamicin Injection 80mg,Antibiotic,P,2,ampoules,2026-03-24,LOW,True
MP-IND-CHC-010,Ceftriaxone Injection 1g,Antibiotic,S,24,vials,2026-03-29,IN_STOCK,True
MP-IND-CHC-010,Oxytocin Injection 5IU,Obstetric,P,31,ampoules,2026-03-10,IN_STOCK,True
MP-IND-CHC-010,Misoprostol 200mcg,Obstetric,P,2,tablets,2026-02-28,LOW,True
MP-IND-CHC-010,Magnesium Sulphate Injection 50%,Anticonvulsant,P,21,ampoules,2026-03-20,IN_STOCK,True
MP-IND-CHC-010,Adrenaline (Epinephrine) 1mg/ml,Emergency,P,27,ampoules,2026-03-22,IN_STOCK,True
MP-IND-CHC-010,Hydrocortisone Injection 100mg,Corticosteroid,P,16,vials,2026-03-26,IN_STOCK,True
MP-IND-CHC-010,Atropine Sulphate 0.6mg/ml,Anticholinergic,P,34,ampoules,2026-03-11,IN_STOCK,True
MP-IND-CHC-010,Paracetamol 500mg,Analgesic,P,68,tablets,2026-03-29,IN_STOCK,False
MP-IND-CHC-010,Ibuprofen 400mg,NSAID,P,7,tablets,2026-03-10,LOW,False
MP-IND-CHC-010,Diclofenac Sodium 50mg,NSAID,P,4,tablets,2026-03-29,LOW,False
MP-IND-CHC-010,Salbutamol Inhaler 100mcg,Bronchodilator,P,75,inhalers,2026-04-09,IN_STOCK,False
MP-IND-CHC-010,Dexamethasone Injection 4mg,Corticosteroid,P,16,ampoules,2026-04-17,IN_STOCK,True
MP-IND-CHC-010,Prednisolone 5mg,Corticosteroid,P,53,tablets,2026-04-06,IN_STOCK,False
MP-IND-CHC-010,Metformin 500mg,Antidiabetic,P,60,tablets,2026-03-03,IN_STOCK,False
MP-IND-CHC-010,Glimepiride 1mg,Antidiabetic,P,61,tablets,2026-02-23,IN_STOCK,False
MP-IND-CHC-010,Amlodipine 5mg,Antihypertensive,P,48,tablets,2026-04-13,IN_STOCK,False
MP-IND-CHC-010,Enalapril 5mg,Antihypertensive,P,73,tablets,2026-04-15,IN_STOCK,False
MP-IND-CHC-010,Tetanus Toxoid Injection,Vaccine,P,15,doses,2026-02-21,IN_STOCK,True
MP-IND-CHC-010,Anti-Tetanus Serum (ATS),Antiserum,P,25,vials,2026-03-03,IN_STOCK,True
MP-IND-CHC-010,Anti-Rabies Vaccine (ARV),Vaccine,P,25,doses,2026-04-16,IN_STOCK,True
MP-IND-CHC-010,Rabies Immunoglobulin (RIG),Immunoglobulin,S,32,vials,2026-03-19,IN_STOCK,True
MP-IND-CHC-010,Activated Charcoal Powder,Antidote,P,15,sachets,2026-03-21,IN_STOCK,True
MP-IND-CHC-010,Pralidoxime (PAM) Injection,Antidote,S,31,vials,2026-03-23,IN_STOCK,True
MP-IND-CHC-011,Polyvalent Anti-Snake Venom (ASV),Antivenom,P,22,vials,2026-03-01,IN_STOCK,True
MP-IND-CHC-011,Artesunate Injection 60mg,Antimalarial,P,18,vials,2026-04-13,IN_STOCK,True
MP-IND-CHC-011,Artemether-Lumefantrine Tablets,Antimalarial,P,29,tablets,2026-04-05,IN_STOCK,True
MP-IND-CHC-011,Chloroquine Phosphate 250mg,Antimalarial,P,48,tablets,2026-03-26,IN_STOCK,False
MP-IND-CHC-011,Primaquine 7.5mg,Antimalarial,P,78,tablets,2026-03-07,IN_STOCK,False
MP-IND-CHC-011,Dengue NS1 Antigen Test Kit,Diagnostic,P,17,kits,2026-04-01,IN_STOCK,True
MP-IND-CHC-011,Platelet Rich Plasma,Blood Product,S,37,units,2026-02-28,IN_STOCK,True
MP-IND-CHC-011,Normal Saline 0.9% (1L),IV Fluid,P,37,bottles,2026-03-08,IN_STOCK,True
MP-IND-CHC-011,Ringer Lactate (1L),IV Fluid,P,37,bottles,2026-03-11,IN_STOCK,True
MP-IND-CHC-011,ORS Packets (WHO formula),ORS,P,31,packets,2026-03-07,IN_STOCK,True
MP-IND-CHC-011,Zinc Sulphate Dispersible 20mg,Micronutrient,P,65,tablets,2026-03-28,IN_STOCK,False
MP-IND-CHC-011,Metronidazole 400mg,Antiprotozoal,P,66,tablets,2026-03-28,IN_STOCK,False
MP-IND-CHC-011,Amoxicillin 500mg,Antibiotic,P,30,capsules,2026-03-18,IN_STOCK,False
MP-IND-CHC-011,Azithromycin 500mg,Antibiotic,P,45,tablets,2026-02-26,IN_STOCK,False
MP-IND-CHC-011,Ciprofloxacin 500mg,Antibiotic,P,29,tablets,2026-03-26,IN_STOCK,False
MP-IND-CHC-011,Cotrimoxazole Paediatric,Antibiotic,P,45,tablets,2026-03-19,IN_STOCK,False
MP-IND-CHC-011,Gentamicin Injection 80mg,Antibiotic,P,3,ampoules,2026-04-13,LOW,True
MP-IND-CHC-011,Ceftriaxone Injection 1g,Antibiotic,S,15,vials,2026-03-09,IN_STOCK,True
MP-IND-CHC-011,Oxytocin Injection 5IU,Obstetric,P,31,ampoules,2026-03-13,IN_STOCK,True
MP-IND-CHC-011,Misoprostol 200mcg,Obstetric,P,14,tablets,2026-03-20,IN_STOCK,True
MP-IND-CHC-011,Magnesium Sulphate Injection 50%,Anticonvulsant,P,19,ampoules,2026-03-28,IN_STOCK,True
MP-IND-CHC-011,Adrenaline (Epinephrine) 1mg/ml,Emergency,P,14,ampoules,2026-03-20,IN_STOCK,True
MP-IND-CHC-011,Hydrocortisone Injection 100mg,Corticosteroid,P,23,vials,2026-03-03,IN_STOCK,True
MP-IND-CHC-011,Atropine Sulphate 0.6mg/ml,Anticholinergic,P,14,ampoules,2026-04-02,IN_STOCK,True
MP-IND-CHC-011,Paracetamol 500mg,Analgesic,P,54,tablets,2026-03-15,IN_STOCK,False
MP-IND-CHC-011,Ibuprofen 400mg,NSAID,P,36,tablets,2026-03-25,IN_STOCK,False
MP-IND-CHC-011,Diclofenac Sodium 50mg,NSAID,P,44,tablets,2026-03-24,IN_STOCK,False
MP-IND-CHC-011,Salbutamol Inhaler 100mcg,Bronchodilator,P,47,inhalers,2026-03-05,IN_STOCK,False
MP-IND-CHC-011,Dexamethasone Injection 4mg,Corticosteroid,P,33,ampoules,2026-03-27,IN_STOCK,True
MP-IND-CHC-011,Prednisolone 5mg,Corticosteroid,P,2,tablets,2026-03-13,LOW,False
MP-IND-CHC-011,Metformin 500mg,Antidiabetic,P,44,tablets,2026-04-01,IN_STOCK,False
MP-IND-CHC-011,Glimepiride 1mg,Antidiabetic,P,68,tablets,2026-02-18,IN_STOCK,False
MP-IND-CHC-011,Amlodipine 5mg,Antihypertensive,P,35,tablets,2026-03-27,IN_STOCK,False
MP-IND-CHC-011,Enalapril 5mg,Antihypertensive,P,3,tablets,2026-02-18,LOW,False
MP-IND-CHC-011,Tetanus Toxoid Injection,Vaccine,P,35,doses,2026-03-06,IN_STOCK,True
MP-IND-CHC-011,Anti-Tetanus Serum (ATS),Antiserum,P,15,vials,2026-03-29,IN_STOCK,True
MP-IND-CHC-011,Anti-Rabies Vaccine (ARV),Vaccine,P,23,doses,2026-02-24,IN_STOCK,True
MP-IND-CHC-011,Rabies Immunoglobulin (RIG),Immunoglobulin,S,36,vials,2026-03-05,IN_STOCK,True
MP-IND-CHC-011,Activated Charcoal Powder,Antidote,P,4,sachets,2026-03-16,LOW,True
MP-IND-CHC-011,Pralidoxime (PAM) Injection,Antidote,S,18,vials,2026-04-04,IN_STOCK,True
MP-IND-CHC-012,Polyvalent Anti-Snake Venom (ASV),Antivenom,P,19,vials,2026-04-03,IN_STOCK,True
MP-IND-CHC-012,Artesunate Injection 60mg,Antimalarial,P,22,vials,2026-02-22,IN_STOCK,True
MP-IND-CHC-012,Artemether-Lumefantrine Tablets,Antimalarial,P,30,tablets,2026-02-23,IN_STOCK,True
MP-IND-CHC-012,Chloroquine Phosphate 250mg,Antimalarial,P,59,tablets,2026-04-15,IN_STOCK,False
MP-IND-CHC-012,Primaquine 7.5mg,Antimalarial,P,75,tablets,2026-03-09,IN_STOCK,False
MP-IND-CHC-012,Dengue NS1 Antigen Test Kit,Diagnostic,P,18,kits,2026-04-06,IN_STOCK,True
MP-IND-CHC-012,Platelet Rich Plasma,Blood Product,S,38,units,2026-02-19,IN_STOCK,True
MP-IND-CHC-012,Normal Saline 0.9% (1L),IV Fluid,P,26,bottles,2026-03-25,IN_STOCK,True
MP-IND-CHC-012,Ringer Lactate (1L),IV Fluid,P,27,bottles,2026-03-09,IN_STOCK,True
MP-IND-CHC-012,ORS Packets (WHO formula),ORS,P,27,packets,2026-04-03,IN_STOCK,True
MP-IND-CHC-012,Zinc Sulphate Dispersible 20mg,Micronutrient,P,45,tablets,2026-02-25,IN_STOCK,False
MP-IND-CHC-012,Metronidazole 400mg,Antiprotozoal,P,79,tablets,2026-04-05,IN_STOCK,False
MP-IND-CHC-012,Amoxicillin 500mg,Antibiotic,P,62,capsules,2026-03-20,IN_STOCK,False
MP-IND-CHC-012,Azithromycin 500mg,Antibiotic,P,44,tablets,2026-02-27,IN_STOCK,False
MP-IND-CHC-012,Ciprofloxacin 500mg,Antibiotic,P,59,tablets,2026-03-22,IN_STOCK,False
MP-IND-CHC-012,Cotrimoxazole Paediatric,Antibiotic,P,78,tablets,2026-04-05,IN_STOCK,False
MP-IND-CHC-012,Gentamicin Injection 80mg,Antibiotic,P,21,ampoules,2026-04-14,IN_STOCK,True
MP-IND-CHC-012,Ceftriaxone Injection 1g,Antibiotic,S,30,vials,2026-02-17,IN_STOCK,True
MP-IND-CHC-012,Oxytocin Injection 5IU,Obstetric,P,40,ampoules,2026-04-10,IN_STOCK,True
MP-IND-CHC-012,Misoprostol 200mcg,Obstetric,P,21,tablets,2026-03-20,IN_STOCK,True
MP-IND-CHC-012,Magnesium Sulphate Injection 50%,Anticonvulsant,P,26,ampoules,2026-04-12,IN_STOCK,True
MP-IND-CHC-012,Adrenaline (Epinephrine) 1mg/ml,Emergency,P,27,ampoules,2026-02-20,IN_STOCK,True
MP-IND-CHC-012,Hydrocortisone Injection 100mg,Corticosteroid,P,1,vials,2026-03-23,LOW,True
MP-IND-CHC-012,Atropine Sulphate 0.6mg/ml,Anticholinergic,P,15,ampoules,2026-03-25,IN_STOCK,True
MP-IND-CHC-012,Paracetamol 500mg,Analgesic,P,46,tablets,2026-02-17,IN_STOCK,False
MP-IND-CHC-012,Ibuprofen 400mg,NSAID,P,6,tablets,2026-02-26,LOW,False
MP-IND-CHC-012,Diclofenac Sodium 50mg,NSAID,P,28,tablets,2026-03-30,IN_STOCK,False
MP-IND-CHC-012,Salbutamol Inhaler 100mcg,Bronchodilator,P,56,inhalers,2026-03-04,IN_STOCK,False
MP-IND-CHC-012,Dexamethasone Injection 4mg,Corticosteroid,P,28,ampoules,2026-03-20,IN_STOCK,True
MP-IND-CHC-012,Prednisolone 5mg,Corticosteroid,P,31,tablets,2026-04-16,IN_STOCK,False
MP-IND-CHC-012,Metformin 500mg,Antidiabetic,P,79,tablets,2026-04-08,IN_STOCK,False
MP-IND-CHC-012,Glimepiride 1mg,Antidiabetic,P,72,tablets,2026-03-10,IN_STOCK,False
MP-IND-CHC-012,Amlodipine 5mg,Antihypertensive,P,33,tablets,2026-02-27,IN_STOCK,False
MP-IND-CHC-012,Enalapril 5mg,Antihypertensive,P,45,tablets,2026-04-10,IN_STOCK,False
MP-IND-CHC-012,Tetanus Toxoid Injection,Vaccine,P,0,doses,2026-03-22,OUT_OF_STOCK,True
MP-IND-CHC-012,Anti-Tetanus Serum (ATS),Antiserum,P,15,vials,2026-04-10,IN_STOCK,True
MP-IND-CHC-012,Anti-Rabies Vaccine (ARV),Vaccine,P,30,doses,2026-04-16,IN_STOCK,True
MP-IND-CHC-012,Rabies Immunoglobulin (RIG),Immunoglobulin,S,35,vials,2026-04-08,IN_STOCK,True
MP-IND-CHC-012,Activated Charcoal Powder,Antidote,P,3,sachets,2026-04-02,LOW,True
MP-IND-CHC-012,Pralidoxime (PAM) Injection,Antidote,S,34,vials,2026-04-12,IN_STOCK,True
MP-IND-CHC-013,Polyvalent Anti-Snake Venom (ASV),Antivenom,P,29,vials,2026-03-14,IN_STOCK,True
MP-IND-CHC-013,Artesunate Injection 60mg,Antimalarial,P,30,vials,2026-04-16,IN_STOCK,True
